year,month,day,tavg,tmin,tmax,rain,sunshine,snow
2018,2,1,-6.4,-13.9,2.5,,,
2018,2,2,-5.5,-13.2,4.1,,,
2018,2,3,-6.7,-10.6,-3.3,,,
2018,2,4,-10.8,-16.4,-5.2,,,
2018,2,5,-10.9,-18.0,-4.7,,,
2018,2,6,-11.6,-17.8,-5.3,,,
2018,2,7,-10.6,-17.8,-2.1,,,
2018,2,8,-7.6,-15.9,1.8,,,
2018,2,9,-4.3,-11.0,3.3,,,
2018,2,10,-1.1,-6.2,5.2,,,
2018,2,11,-5.6,-9.7,-2.2,0.0,0.0,
2018,2,12,-5.7,-12.3,-1.4,,,
2018,2,13,-2.3,-12.6,4.0,,,
2018,2,14,3.6,-0.1,9.0,,,
2018,2,15,-0.5,-6.2,6.2,,,
2018,2,16,-1.7,-9.8,6.1,,,
2018,2,17,-2.1,-9.2,2.9,,,
2018,2,18,-0.9,-6.1,5.7,,,
2018,2,19,-0.5,-6.9,7.1,,,
2018,2,20,-0.6,-7.6,7.0,,,
2018,2,21,-2.5,-9.3,5.8,,,
2018,2,22,-0.4,-7.6,5.3,0.0,0.0,
2018,2,23,1.9,-6.4,5.9,5.2,5.2,
2018,2,24,2.4,-2.1,8.5,,,
2018,2,25,1.5,-3.5,9.4,,,
2018,2,26,1.3,-6.6,10.9,,,
2018,2,27,0.6,-4.2,3.1,,,
2018,2,28,3.0,1.5,6.2,31.3,31.3,
