year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1997,5,1,18.3,5.2,26.7,,,
1997,5,2,17.1,11.6,22.6,,,
1997,5,3,14.6,10.3,19.6,,,
1997,5,4,20.0,12.3,29.2,0.0,0.0,
1997,5,5,18.5,10.8,24.9,,,
1997,5,6,22.1,16.3,30.0,,,
1997,5,7,14.4,12.4,16.9,27.5,27.5,
1997,5,8,10.1,7.2,12.8,26.5,26.5,
1997,5,9,15.1,5.2,21.8,,,
1997,5,10,19.3,13.5,26.0,,,
1997,5,11,17.4,9.8,24.8,,,
1997,5,12,11.1,9.4,15.8,17.0,17.0,
1997,5,13,14.2,9.9,16.4,34.5,34.5,
1997,5,14,18.1,13.1,24.4,,,
1997,5,15,21.7,17.4,25.2,,,
1997,5,16,22.4,16.1,28.4,,,
1997,5,17,19.6,10.1,26.1,,,
1997,5,18,20.9,15.4,26.9,,,
1997,5,19,15.1,11.3,20.6,0.0,0.0,
1997,5,20,12.3,9.4,15.8,4.5,4.5,
1997,5,21,11.6,8.3,17.2,5.0,5.0,
1997,5,22,15.3,8.3,22.1,,,
1997,5,23,16.0,11.5,22.4,3.0,3.0,
1997,5,24,13.3,10.2,16.8,2.0,2.0,
1997,5,25,14.2,9.9,21.2,0.5,0.5,
1997,5,26,12.6,9.3,17.1,,,
1997,5,27,12.9,10.3,16.8,0.0,0.0,
1997,5,28,14.0,11.7,17.5,,,
1997,5,29,16.1,13.0,21.2,,,
1997,5,30,16.3,11.7,21.1,8.5,8.5,
1997,5,31,17.5,11.9,23.5,,,
