year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1997,5,1,17.3,11.0,23.9,,,
1997,5,2,17.2,12.6,22.4,,,
1997,5,3,18.2,15.7,25.4,,,
1997,5,4,19.3,14.7,24.8,0.0,0.0,
1997,5,5,19.1,17.0,22.0,0.7,0.7,
1997,5,6,22.0,17.5,27.1,,,
1997,5,7,21.1,19.1,22.4,112.3,112.3,
1997,5,8,17.2,14.0,21.8,11.4,11.4,
1997,5,9,17.3,10.8,24.4,,,
1997,5,10,18.0,11.9,24.1,,,
1997,5,11,17.4,16.5,18.5,3.1,3.1,
1997,5,12,17.5,16.4,19.4,54.9,54.9,
1997,5,13,18.9,16.3,21.5,59.3,59.3,
1997,5,14,21.3,18.2,25.7,4.2,4.2,
1997,5,15,22.4,19.2,28.6,0.3,0.3,
1997,5,16,22.3,18.2,27.8,,,
1997,5,17,20.1,13.7,26.2,,,
1997,5,18,19.8,15.0,25.7,,,
1997,5,19,20.2,15.0,26.7,,,
1997,5,20,17.1,14.9,21.8,,,
1997,5,21,15.4,12.9,18.5,9.0,9.0,
1997,5,22,17.7,11.9,23.9,,,
1997,5,23,18.3,13.5,24.5,0.0,0.0,
1997,5,24,17.5,14.3,21.1,0.0,0.0,
1997,5,25,18.4,12.3,24.1,,,
1997,5,26,17.0,14.5,20.4,3.9,3.9,
1997,5,27,16.5,14.9,18.9,1.8,1.8,
1997,5,28,17.3,13.8,20.8,0.0,0.0,
1997,5,29,19.0,16.0,24.7,0.0,0.0,
1997,5,30,19.2,15.4,24.3,3.2,3.2,
1997,5,31,20.9,14.7,27.0,,,
